,Dutch (nl),Positive,Negative
8649,onyx,0,0
8650,slijk,0,1
8651,sijpelen,0,0
8652,ondoorzichtigheid,0,0
8653,opaal,0,0
8654,ondoorzichtig,0,1
8655,ope,0,0
8656,Open,0,0
8657,opener,0,0
8658,opening,0,0
8659,openlijk,0,0
8660,openheid,1,0
8661,opera,1,0
8662,opera-,0,1
8663,operatie,0,0
8664,activiteiten,0,0
8665,doeltreffend,0,0
8666,operator,0,0
8667,oogheelkundig,0,0
8668,oogarts,0,0
8669,opiaat,0,1
8670,mening,0,0
8671,eigenzinnig,0,1
8672,opium,0,1
8673,tegenstander,0,1
8674,gunstig,1,0
8675,opportunisme,0,0
8676,kans,1,0
8677,zich verzetten tegen,0,1
8678,gekant tegen,0,1
8679,tegengestelde,0,0
8680,tegenover,0,0
8681,tegenstellingen,0,0
8682,oppositie,0,1
8683,onderdrukken,0,1
8684,onderdrukking,0,1
8685,onderdrukkend,0,1
8686,onderdrukker,0,1
8687,optisch,0,0
8688,optisch,0,0
8689,optiek,0,0
8690,optimisme,1,0
8691,optimist,1,0
8692,keuze,1,0
8693,facultatief,1,0
8694,optioneel,0,0
8695,opties,0,0
8696,optometrist,0,0
8697,weelde,0,0
8698,weelderig,0,0
8699,opus,0,0
8700,orakel,1,0
8701,mondeling,0,0
8702,oranje,0,0
8703,oratie,1,0
8704,redenaar,0,0
8705,retorica,0,0
8706,bol,0,0
8707,baan,0,0
8708,baan,0,0
8709,orbs,0,0
8710,orc,0,1
8711,boomgaard,0,0
8712,orkest,1,0
8713,verordend,1,0
8714,beproeving,0,1
8715,bestellen,0,0
8716,ordelijk,1,0
8717,ordonnantie,0,0
8718,gewoon,0,0
8719,ordening,1,0
8720,geschut,0,1
8721,erts,0,0
8722,oregano,0,0
8723,orgaan,0,0
8724,biologisch,1,0
8725,organisme,0,0
8726,organist,0,0
8727,organisatie,1,0
8728,organiseren,1,0
8729,georganiseerd,1,0
8730,orgasme,1,0
8731,orgies,0,0
8732,oriënteren,0,0
8733,oosters,0,0
8734,oriëntering,0,0
8735,opening,0,0
8736,oorsprong,0,0
8737,oorspronkelijkheid,1,0
8738,voortkomen,0,0
8739,ontstaan,0,0
8740,schepper,0,0
8741,ornament,0,0
8742,sier-,0,0
8743,versiering,0,0
8744,versierde,1,0
8745,overladen,1,0
8746,wees-,0,1
8747,orthodox,0,0
8748,orthodoxie,0,0
8749,orthogonale,0,0
8750,oscilleren,0,0
8751,oscillerende,0,0
8752,oscillatie,0,0
8753,oscillerende,0,0
8754,schijnbaar,0,0
8755,ogenschijnlijk,0,1
8756,struisvogel,0,0
8757,otto,0,0
8758,Osmaans,0,0
8759,ons,0,0
8760,verdrijven,0,1
8761,het uitbreken,0,0
8762,uitbarsting,1,1
8763,verschoppeling,0,1
8764,resultaat,1,0
8765,geschreeuw,0,1
8766,overtreffen,1,0
8767,buitenshuis,0,0
8768,kleding,0,0
8769,uitgroeien,0,0
8770,uitwas,0,0
8771,bijgebouw,0,1
8772,uitstapje,0,0
8773,vreemd,0,1
8774,langer duren dan,0,0
8775,balling,0,1
8776,stopcontact,0,0
8777,schets,0,0
8778,contouren,0,0
8779,vooruitzicht,0,0
8780,afgelegen,0,0
8781,overtreffen in aantal,0,0
8782,buitenpost,0,0
8783,uitstorting,0,0
8784,uitgang,0,0
8785,verontwaardiging,0,1
8786,schandelijk,0,0
8787,ronduit,0,0
8788,ontlopen,0,0
8789,begin,0,0
8790,buitenstaander,0,0
8791,buitenwijken,0,0
8792,openhartig,0,0
8793,voortreffelijk,1,1
8794,uitgestoken,0,0
8795,buitenwaarts,1,0
8796,naar buiten,0,0
8797,zwaarder wegen dan,0,0
8798,ovaal,0,0
8799,eierstok,0,0
8800,ovaal,0,0
8801,ovatie,0,1
8802,oven,0,0
8803,overalls,0,0
8804,aanmatigend,0,1
8805,overbelasten,0,1
8806,bewolking,0,1
8807,overladen,0,0
8808,overjas,0,0
8809,overdrijven,0,1
8810,overdosis,0,1
8811,achterstallig,0,1
8812,overschatting,0,0
8813,overschat,0,1
8814,overloop,0,1
8815,overvolle,0,0
8816,overwoekerd,0,1
8817,te sterke groei,0,0
8818,overhangende,0,0
8819,revisie,0,0
8820,boven het hoofd,0,0
8821,dolblij,1,0
8822,overlay,0,0
8823,overlappen,0,0
8824,bedekking,0,0
8825,overbelasten,0,1
8826,bovenliggende,0,0
8827,te veel betaald,0,1
8828,viaduct,0,0
8829,overweldigen,0,1
8830,overweldigend,0,1
8831,overpriced,0,1
8832,override,0,0
8833,verwerpen,0,0
8834,opzichter,0,0
8835,overschaduwen,0,0
8836,toezicht,0,1
8837,overdrijven,0,0
8838,overvoeren,0,0
8839,openlijk,0,0
8840,inhalen,0,0
8841,ingehaald,0,0
8842,omverwerping,0,1
8843,ouverture,0,0
8844,omvallen,0,1
8845,overweldigen,0,1
8846,overweldigd,0,1
8847,overweldigend,1,0
8848,overijverige,0,0
8849,te danken hebben,0,0
8850,onder meer omdat,0,1
8851,eigenaar,0,0
8852,eigendom,1,0
8853,os,0,0
8854,oxydatie,0,1
8855,zuurstof,0,0
8856,oxymoron,0,0
8857,oester,0,0
8858,tempo,0,0
8859,grote Oceaan,1,0
8860,pacificeren,0,0
8861,pak,0,0
8862,pakket,0,0
8863,packer,0,0
8864,pakket,0,0
8865,verbond,0,0
8866,stootkussen,1,0
8867,vulling,1,0
8868,peddelen,1,0
8869,paddock,0,0
8870,rijstveld,0,0
8871,hangslot,0,0
8872,NO TRANSLATION,0,0
8873,heidens-,0,0
8874,heidendom,0,0
8875,pagina,0,0
8876,historische optocht,0,0
8877,paginering,0,0
8878,pagode,0,0
8879,emmer,0,0
8880,pijn,0,1
8881,gepijnigd,0,1
8882,pijnlijk,0,1
8883,pijnlijk,0,1
8884,pijnloos,0,0
8885,pijnen,0,1
8886,onverdroten,0,0
8887,verf,0,0
8888,geschilderd,0,0
8889,schilder,0,0
8890,schilderij,0,0
8891,paar-,0,0
8892,pyjama,0,0
8893,vriend,0,0
8894,paleis,0,0
8895,smakelijk,1,0
8896,gehemelte,0,0
8897,palaeontologie,0,0
8898,palet,0,0
8899,lijkkleed,0,0
8900,palladium,0,0
8901,pallet,0,0
8902,lapmiddel,1,0
8903,palm,0,0
8904,palmer,0,0
8905,tastbaar,0,0
8906,verlamming,0,1
8907,armzalig,0,0
8908,verwennen,0,0
8909,brochure,0,0
8910,pan,0,0
8911,wondermiddel,1,0
8912,zwier,1,0
8913,pannenkoek,0,0
8914,pandemisch,0,1
8915,paneel,0,0
8916,NO TRANSLATION,0,1
8917,paniek,0,1
8918,NO TRANSLATION,1,0
8919,panorama,0,0
8920,panoramisch,0,0
8921,hijgen,0,0
8922,pantheon,0,0
8923,panter,0,0
8924,slipje,0,0
8925,pantomime,0,0
8926,provisiekast,0,0
8927,broek,0,0
8928,pap,0,0
8929,pausdom,0,0
8930,NO TRANSLATION,0,0
8931,papier,0,0
8932,paprika,1,0
8933,papyrus,0,0
8934,NO TRANSLATION,0,0
8935,gelijkenis,0,0
8936,parabool,0,0
8937,parabolisch,0,0
8938,parachute,0,0
8939,parade,1,1
8940,paradigma,0,0
8941,paradox,0,0
8942,paradoxaal,0,0
8943,paraffine,0,0
8944,toonbeeld,1,0
8945,paragraaf,0,0
8946,parallax,0,0
8947,parallel,0,0
8948,parallellisme,0,0
8949,verlamming,0,1
8950,verlamd,0,1
8951,grootste belang,1,0
8952,paranoia,0,1
8953,borstwering,0,0
8954,spullen,0,0
8955,parafrase,1,1
8956,parasiet,0,1
8957,parasol,0,0
8958,pakket,0,0
8959,pakketten,0,0
8960,perkament,0,0
8961,Pardon,1,0
8962,NO TRANSLATION,0,1
8963,parenchym,0,0
8964,ouder,0,0
8965,afkomst,1,0
8966,ouderlijk,0,0
8967,NO TRANSLATION,0,0
8968,tussen haakjes,0,0
8969,pariëtale,1,0
8970,schil,0,0
8971,parochie,0,0
8972,pariteit,0,0
8973,park,0,0
8974,taal,0,0
8975,parlement,0,0
8976,parlementair,0,0
8977,salon,0,0
8978,erewoord,0,0
8979,parket,0,0
8980,papegaai,0,1
8981,pareren,0,0
8982,ontleden,0,0
8983,karig,0,1
8984,spaarzaamheid,0,0
8985,peterselie,0,0
8986,dominee,0,0
8987,deel,0,0
8988,deelnemen,1,0
8989,voorliefde,0,0
8990,gedeeltelijk,0,0
8991,deelnemen,0,0
8992,deelname,1,0
8993,deeltje,0,0
8994,bijzonderheid,0,0
8995,bijzonderheden,0,0
8996,afscheid,0,0
8997,partijdig,0,1
8998,partijgeest,0,0
8999,tussenschot,0,0
9000,gedeeltelijk,0,0
9001,partner,1,0
9002,vennootschap,1,0
9003,onderdelen,0,0
9004,feest,0,0
9005,NO TRANSLATION,0,0
9006,slagen voor,0,0
9007,begaanbaar,0,0
9008,passage,0,0
9009,doorgang,0,0
9010,NO TRANSLATION,0,1
9011,passagier,0,0
9012,NO TRANSLATION,0,0
9013,voorbijgaand,0,0
9014,passie,1,0
9015,hartstochtelijk,1,0
9016,passief,0,1
9017,passiviteit,0,1
9018,paspoort,0,0
9019,verleden,0,0
9020,plakken,0,0
9021,pastel,0,0
9022,tijdverdrijf,1,0
9023,pastoor,1,0
9024,gebakje,1,0
9025,weide,1,0
9026,deegachtig,0,0
9027,tikje,0,0
9028,lap,0,1
9029,lapwerk,0,0
9030,kop,0,0
9031,knieschijf,0,0
9032,octrooi,1,0
9033,vaderlijk,0,0
9034,vaderschap,0,0
9035,pad,0,0
9036,zielig,0,1
9037,pathologie,0,0
9038,pathos,0,0
9039,weg,0,0
9040,geduld,1,0
9041,geduldig,1,0
9042,patio,0,0
9043,patriarch,0,0
9044,patriarchaal,1,0
9045,erfgoed,0,0
9046,patriot,0,0
9047,vaderlandslievend,0,0
9048,patriottisme,0,0
9049,patrouille,0,0
9050,patroon,1,0
9051,beschermheerschap,1,0
9052,begunstigen,0,0
9053,neerbuigend,0,1
9054,NO TRANSLATION,0,1
9055,patroon,0,0
9056,gebrek,0,1
9057,armlastige,0,1
9058,pauze,0,0
9059,plaveien,0,0
9060,bestrating,0,0
9061,paviljoen,0,0
9062,bestrating,0,0
9063,poot,0,0
9064,pion,0,1
9065,pax,0,0
9066,betalen,1,0
9067,terugverdientijd,0,1
9068,betaler,0,0
9069,betaling,0,1
9070,erwt,0,0
9071,vrede,1,0
9072,vredelievend,1,0
9073,vredig,1,0
9074,Pauw,1,0
9075,hoogtepunt,0,0
9076,piekte,0,0
9077,parel,0,0
9078,Boer,0,0
9079,turf,0,0
9080,kiezelsteen,0,0
9081,pikken,1,0
9082,eigenaardig,0,0
9083,eigenaardigheden,0,1
9084,eigenaardigheid,1,0
9085,eigenaardig,0,0
9086,geldelijk,0,0
9087,pedaal,0,0
9088,pedant,0,0
9089,venten,0,0
9090,voetstuk,0,0
9091,voetganger,0,1
9092,kindergeneeskunde,0,0
9093,stamboom,1,0
9094,pedometer,0,0
9095,Pel,0,0
9096,gluren,0,0
9097,turen,0,0
9098,peering,0,0
9099,weergaloos,1,0
9100,pin,0,0
9101,haringen,0,0
9102,pelagische,0,0
9103,kogeltje,0,0
9104,pen,0,0
9105,straf-,0,1
9106,boete,0,1
9107,boetedoening,0,0
9108,neiging,1,0
9109,potlood,0,0
9110,hanger,0,0
9111,afhankelijkheidsrelatie,0,0
9112,NO TRANSLATION,0,0
9113,in afwachting,0,0
9114,slinger,0,0
9115,doordringen,0,0
9116,doordringend,0,0
9117,doordringen,0,1
9118,schiereiland,0,0
9119,strafinrichting,0,1
9120,wimpel,0,0
9121,zonder geld,0,0
9122,cent,0,0
9123,pensioen,0,0
9124,gepensioneerde,0,0
9125,nadenkend,0,0
9126,Pentagon,0,0
9127,penthouse,0,0
9128,voorlaatste,0,0
9129,mensen,0,0
9130,bevolkt,0,0
9131,peper,0,0
9132,ulcus,0,0
9133,waarnemen,1,0
9134,percentage,0,0
9135,waarneembaar,1,0
9136,perceptie,0,0
9137,opmerkzaam,0,0
9138,baars,0,0
9139,misschien,0,0
9140,filtratie,0,0
9141,percussie,0,0
9142,verderf,0,1
9143,gebiedend,0,0
9144,eeuwigdurend,1,0
9145,perfect,1,0
9146,perfectie,1,0
9147,geperforeerd,0,0
9148,perforatie,0,0
9149,noodgedwongen,0,0
9150,uitvoeren,0,0
9151,prestatie,0,0
9152,performer,1,0
9153,parfum,0,0
9154,geurig,0,0
9155,peri,0,0
9156,peridot,0,0
9157,gevaar,0,1
9158,gevaarlijk,0,1
9159,omtrek,0,0
9160,periode,0,0
9161,periodiek,0,0
9162,periodiek,0,0
9163,periodiek,0,0
9164,periodiciteit,0,0
9165,omtrek,0,0
9166,vergaan,0,1
9167,beperkt houdbaar,0,1
9168,omgekomen,0,1
9169,vergankelijk,0,1
9170,meineed,0,1
9171,perk,1,0
9172,duurzaamheid,0,0
9173,doordringbaar,0,0
9174,doordringen,0,0
9175,doordringing,0,0
9176,toelaatbaar,0,0
9177,toestemming,1,0
9178,toegeeflijk,0,0
9179,toestaan,0,0
9180,toegelaten,0,0
9181,toelaat,0,0
9182,permutatie,0,0
9183,verderfelijk,0,1
9184,loodrecht,0,0
9185,NO TRANSLATION,0,0
9186,dader,0,1
9187,eeuwigdurend,0,0
9188,voortdurend,0,0
9189,bestendigen,0,0
9190,vereeuwiging,0,1
9191,eeuwigheid,1,0
9192,verward,0,1
9193,verwarrend,0,0
9194,verwarring,0,1
9195,vervolgen,0,1
9196,vervolging,0,1
9197,volharding,0,0
9198,volharden,0,0
9199,aanhouden,0,0
9200,volharding,1,0
9201,aanhoudend,1,0
9202,aanhoudende,0,0
9203,persoon,0,0
9204,knap,1,0
9205,personage,0,0
9206,persoonlijk,0,0
9207,verpersoonlijking,0,0
9208,personeel,0,0
9209,personen,0,0
9210,perspectief,0,0
9211,transpiratie,0,0
9212,overhalen,0,0
9213,overreding,0,0
9214,overredend,0,0
9215,brutaal,0,0
9216,toepasselijk,1,0
9217,verstoring,0,1
9218,pertussis,0,1
9219,lezing,0,0
9220,doorlezen,0,0
9221,doordringend,0,0
9222,pervers,0,1
9223,verdraaiing,0,1
9224,verdraaien,0,1
9225,pervers,0,1
9226,pessimisme,0,1
9227,pessimist,0,1
9228,plaag,0,1
9229,pestilentie,0,1
9230,huisdier,0,1
9231,verzoekschrift,0,0
9232,verzoeker,0,0
9233,benzine,0,0
9234,petroleum,1,1
9235,kinderboerderij,0,0
9236,kleinzielig,0,1
9237,kerkbank,0,0
9238,tin,0,0
9239,vingerkootje,0,0
9240,spook,0,1
9241,farmaceutisch,1,0
9242,apotheker,0,0
9243,farmacologie,0,0
9244,apotheek,0,0
9245,fase,0,0
9246,fenomeen,0,0
9247,filantropisch,0,0
9248,filantroop,1,0
9249,filantropie,1,0
9250,filosoof,1,0
9251,filosofisch,0,0
9252,filosofisch,0,0
9253,filosofie,0,0
9254,slijm,0,1
9255,Feniks,1,0
9256,telefoon,0,0
9257,fonetisch,1,0
9258,fonetiek,0,0
9259,akoestiek,0,0
9260,fonograaf,0,0
9261,klankleer,0,0
9262,onecht,0,1
9263,fosfor,0,0
9264,fosfor,0,0
9265,foto,0,0
9266,fotogeniek,0,0
9267,fotograaf,0,0
9268,fotograaf,0,0
9269,fotografie,0,0
9270,fotometrie,0,0
9271,uitdrukking,0,0
9272,woordkeus,0,0
9273,fylogenie,0,0
9274,fysiek,0,0
9275,arts,1,0
9276,natuurkundige,0,0
9277,fysica,1,0
9278,fysiologie,1,0
9279,lichaamsbouw,1,0
9280,pianist,0,0
9281,piano,0,0
9282,plein,0,0
9283,NO TRANSLATION,0,0
9284,plukken,1,0
9285,uitgekozen,0,0
9286,piket,0,1
9287,picket,0,1
9288,augurk,0,1
9289,NO TRANSLATION,0,0
9290,picknick,1,0
9291,geïllustreerd,0,0
9292,afbeelding,0,0
9293,pittoreske,1,0
9294,taart,0,0
9295,bij gedeelten,0,0
9296,bont,0,0
9297,pier,0,0
9298,doorboren,0,0
9299,vroomheid,1,0
9300,varken,0,1
9301,duif,0,1
9302,kleurstof,0,0
9303,snoek,0,0
9304,stapel,0,0
9305,aambeien,0,1
9306,pelgrim,0,0
9307,bedevaart,0,0
9308,pil,1,0
9309,plundering,0,1
9310,pijler,0,0
9311,hoofdkussen,1,0
9312,kussensloop,0,0
9313,piloot,1,0
9314,souteneur,0,1
9315,puistje,0,1
9316,pin,0,0
9317,snuifje,0,0
9318,knijpen,0,0
9319,pijnboom,0,1
9320,ananas,0,0
9321,ping,0,0
9322,pinhole,0,0
9323,rondsel,0,1
9324,roze,0,0
9325,hoogtepunt,1,0
9326,pionier,1,0
9327,vroom,1,0
9328,Pip,0,0
9329,pijp,0,0
9330,achtergrondmuziek,0,0
9331,pijpleiding,0,0
9332,pijper,0,0
9333,pipet,0,0
9334,wrok,0,1
9335,zeeroof,0,1
9336,piraat,0,1
9337,NO TRANSLATION,0,0
9338,pistool,0,1
9339,zuiger-,0,0
9340,pit,0,0
9341,toonhoogte,0,0
9342,werper,0,0
9343,valkuil,0,1
9344,merg,1,0
9345,pittig,0,0
9346,ontpit,0,0
9347,jammer,0,0
9348,spil,1,0
9349,pix,0,0
9350,aanplakbiljet,0,0
9351,plaats,0,0
9352,placebo,0,0
9353,kalm,1,0
9354,sluiting,0,0
9355,plagiaat,0,1
9356,pest,0,1
9357,plaid,0,0
9358,vlakte,0,0
9359,eiser,0,1
9360,klagend,0,0
9361,plan,0,0
9362,vlak,0,0
9363,planeet,0,0
9364,planetarium,0,0
9365,planeten,0,0
9366,plank,0,0
9367,gepland,0,0
9368,planning,1,0
9369,fabriek,0,0
9370,plantage,0,0
9371,planter,0,0
9372,aanplant,0,0
9373,plasma,0,0
9374,gips,0,0
9375,plastic,0,0
9376,kneedbaarheid,0,0
9377,plat,0,0
9378,bord,0,0
9379,plateau,0,0
9380,plated,0,1
9381,platform,0,0
9382,plating,0,0
9383,peloton,0,0
9384,schotel,0,0
9385,geloofwaardigheid,0,0
9386,spelen,0,0
9387,playa,0,0
9388,speler,0,1
9389,speels,1,0
9390,speelplaats,1,0
9391,schouwburg,1,0
9392,speelkameraad,0,0
9393,toneelschrijver,0,0
9394,plein,0,0
9395,pleiten,0,1
9396,aangenaam,1,0
9397,verheugd,1,0
9398,plezierig,1,0
9399,plooi,0,0
9400,geplooide,0,0
9401,belofte,1,0
9402,toegezegd,0,0
9403,volkomen,1,0
9404,overvloedig,1,0
9405,overvloed,0,0
9406,plenum,0,0
9407,overvloed,0,0
9408,plexus,1,0
9409,plooibaar,0,0
9410,plooi,0,0
9411,tang,0,0
9412,toestand,0,1
9413,plint,0,0
9414,gezwoeg,0,1
9415,plot,0,0
9416,ploeg,0,0
9417,geploegd,0,0
9418,kievit,0,0
9419,ploeg,0,0
9420,geploegd,0,0
9421,ploegen,0,0
9422,plukken,0,0
9423,plug,0,0
9424,Pruim,1,0
9425,gevederte,0,0
9426,schietlood,1,0
9427,pluim,0,0
9428,schietlood,0,1
9429,mollig,0,0
9430,voller,0,0
9431,plunderen,0,1
9432,duiken,0,1
9433,meervoud,0,0
9434,meervoud,0,0
9435,pluche,1,0
9436,plutonium,0,0
9437,vouw,1,0
9438,longontsteking,0,1
9439,stroperij,0,1
9440,zak-,0,0
9441,portemonnee,0,0
9442,NO TRANSLATION,0,0
9443,gedicht,0,0
9444,dichter,0,0
9445,poëtisch,0,0
9446,poëtisch,0,0
9447,poëzie,0,0
9448,poëzie,0,0
9449,schrijnend,0,0
9450,punt,0,0
9451,opvallend,1,0
9452,wijzer,0,0
9453,stomp,0,1
9454,evenwicht,0,0
9455,vergiftigen,0,1
9456,vergiftigd,0,1
9457,vergiftiging,0,1
9458,giftig,0,1
9459,por,0,1
9460,poker,0,0
9461,polair,0,0
9462,polariteit,0,0
9463,pool,0,0
9464,polemiek,0,1
9465,Politie,1,0
9466,politieagent,1,0
9467,het beleid,0,0
9468,polio,0,1
9469,Pools,1,0
9470,gepolijst,1,0
9471,beleefd,1,0
9472,beleefdheid,1,0
9473,NO TRANSLATION,1,0
9474,politicus,0,0
9475,politiek,0,0
9476,staatsinrichting,0,0
9477,poll,0,0
9478,verontreinigen,0,1
9479,verontreiniging,0,1
9480,polo,0,0
9481,veelwijverij,0,1
9482,veelhoek,0,0
9483,veelhoekige,0,0
9484,polymeer,0,0
9485,polymorfisme,0,0
9486,praal,0,1
9487,hoogdravend,0,1
9488,poncho,0,0
9489,vijver,0,0
9490,overpeinzen,0,0
9491,zwaarwichtig,0,1
9492,hogepriester,0,0
9493,pontificaat,0,0
9494,ponton,0,0
9495,pony,0,0
9496,poedel,0,0
9497,zwembad,1,0
9498,achterschip,0,0
9499,slecht,0,1
9500,knal,0,1
9501,paus,1,0
9502,papaver,0,0
9503,populair,0,0
9504,populariteit,1,0
9505,gepopulariseerd,1,0
9506,bevolking,1,0
9507,volkrijk,0,0
9508,porselein,0,0
9509,veranda,0,0
9510,stekelvarken,0,1
9511,porie,0,0
9512,varkensvlees,0,0
9513,porno,0,1
9514,porno,0,1
9515,pornografisch,0,1
9516,pornografie,0,1
9517,poreusheid,0,0
9518,poreus,0,0
9519,pap,0,0
9520,haven,0,0
9521,portable,1,0
9522,portage,0,0
9523,portaal,0,0
9524,portier,0,0
9525,portefeuille,0,0
9526,portiek,0,0
9527,deel,0,0
9528,portret,0,0
9529,portret,0,0
9530,portretteren,0,0
9531,pose,0,1
9532,NO TRANSLATION,0,0
9533,geponeerd,0,0
9534,positie,0,0
9535,troep,0,0
9536,bezitten,1,0
9537,bezeten,0,1
9538,bezitten,0,0
9539,bezit,0,1
9540,bezitter,0,0
9541,mogelijkheid,0,0
9542,mogelijk,0,0
9543,post,0,0
9544,post-,0,0
9545,poster,0,0
9546,zitvlak,0,0
9547,nageslacht,0,0
9548,nagelaten,0,1
9549,uitstellen,0,0
9550,uitgesteld,0,0
9551,uitstel,0,1
9552,postscriptum,0,0
9553,postulaat,0,0
9554,houding,0,0
9555,pot,0,0
9556,drinkbaar,1,0
9557,sterkte,1,0
9558,krachtig,0,0
9559,potentieel,0,0
9560,toverdrank,0,0
9561,potluck,0,0
9562,potpourri,0,0
9563,pottenbakker,0,0
9564,pottenbakkerij,0,0
9565,buidel,0,0
9566,gevogelte,0,0
9567,pond,0,1
9568,NO TRANSLATION,0,0
9569,armoede,0,1
9570,pow,0,0
9571,poeder,0,0
9572,poedervorm,0,0
9573,poederachtig,0,0
9574,krachtig,1,0
9575,krachtig,1,0
9576,machteloos,0,1
9577,pokken,0,0
9578,uitvoerbaar,0,0
9579,praktisch,0,0
9580,bijna,0,0
9581,praktijk,1,0
9582,beoefend,1,0
9583,praktijk,1,0
9584,beoefenaar,0,0
9585,prairie,0,0
9586,lof,1,0
9587,geprezen,1,0
9588,lofwaardig,1,0
9589,streek,0,1
9590,praxis,0,0
9591,bidden,1,0
9592,gebed,0,0
9593,prediken,0,0
9594,prediker,0,0
9595,prediking,0,0
9596,preambule,0,0
9597,precair,0,1
9598,voorzorgsmaatregel,1,0
9599,voorzorgsmaatregel,0,0
9600,voorafgaan,1,0
9601,voorrang,1,0
9602,precedent,0,0
9603,voorafgaande,0,0
9604,voorschrift,0,0
9605,leermeester,0,0
9606,precessie,0,0
9607,politiedistrict,0,1
9608,terrein,0,0
9609,kostbaar,1,0
9610,afgrond,0,0
9611,neerslag,0,0
9612,neerslag,0,0
9613,steil,0,0
9614,nauwkeurig,1,0
9615,precies,0,0
9616,precisie,1,0
9617,uitsluiten,0,0
9618,vroegrijp,0,0
9619,voorloper,0,0
9620,roofzuchtig,0,1
9621,voorganger,0,0
9622,netelige positie,0,1
9623,gezegde,0,0
9624,voorspellen,0,0
9625,voorspellen,0,0
9626,voorspelling,0,0
9627,voorspellend,0,0
9628,predictor,0,0
9629,voorliefde,1,0
9630,vatbaar maken,0,0
9631,voorbestemd,0,0
9632,aanleg,0,0
9633,overheersing,0,0
9634,overheersend,1,0
9635,overheersen,0,0
9636,bij uitstek,1,0
9637,preemption,0,0
9638,voorwoord,0,0
9639,prefect,0,0
9640,verkiezen,1,0
9641,voorkeur,0,0
9642,preferentieel,0,0
9643,voorvoegsel,0,0
9644,zwangerschap,0,1
9645,prehistorisch,0,0
9646,vooroordeel,0,1
9647,bevooroordeeld,0,1
9648,schadelijk,0,1
9649,voorafgaand,0,0
9650,voorspel,0,0
9651,prematuur,0,0
9652,vroegtijdig,0,0
9653,met voorbedachten rade,0,1
9654,premier,1,0
9655,premisse,0,0
9656,pand,1,0
9657,premie,0,0
9658,vooringenomenheid,0,0
9659,in gedachten verzonken,0,0
9660,voorbereiding,0,0
9661,voorbereidend,0,0
9662,bereiden,1,0
9663,bereid,1,0
9664,bereidheid,0,0
9665,bereider,0,0
9666,voorbereidingen treffen,0,0
9667,overwicht,0,0
9668,voorwaarde,0,0
9669,voorrecht,0,0
9670,vooruitziend,1,0
9671,voorgeschreven,0,0
9672,voorschrift,0,0
9673,voorschrijvend,0,0
9674,aanwezigheid,1,0
9675,aanwezig,1,0
9676,toonbaar,1,0
9677,presentatie,0,0
9678,aanbieding,1,1
9679,behoud,0,0
9680,conserverend,1,0
9681,behouden,1,0
9682,bewaard,0,0
9683,behoud,0,0
9684,voorzitten,0,0
9685,presidentschap,0,0
9686,president,1,0
9687,druk op,0,0
9688,persing,0,0
9689,druk,0,1
9690,prestige,1,0
9691,presto,1,0
9692,vermoeden,0,0
9693,vermoedelijk,0,0
9694,aanmatigend,0,1
9695,vooronderstellen,0,0
9696,doen alsof,0,1
9697,deed alsof,0,1
9698,zogenaamd,0,1
9699,schijn,0,1
9700,pretenties,0,1
9701,voorwendsel,0,0
9702,mooi,1,0
9703,zegevieren,1,0
9704,heersend,0,0
9705,overwicht,0,0
9706,heersend,0,0
9707,voorkomen,0,0
9708,preventieve,0,0
9709,het voorkomen,1,0
9710,preventieve,0,1
9711,voorgaand,0,0
9712,eerder,0,0
9713,prooi,0,1
9714,prijs,0,0
9715,onschatbaar,1,0
9716,prik,0,1
9717,stekelig,0,1
9718,trots,1,0
9719,priester,1,0
9720,priesterschap,1,0
9721,priesterlijk,1,0
9722,vormelijk,0,0
9723,voorrang,1,0
9724,primair,1,0
9725,primaat,0,0
9726,primaten,0,0
9727,eerste,1,0
9728,gegrond,0,0
9729,grondverf,1,0
9730,oer-,0,0
9731,grondverf,0,0
9732,primitief,0,0
9733,oer-,0,0
9734,prins,1,0
9735,prinselijk,1,0
9736,prinses,1,0
9737,principaal,1,0
9738,hoofdzakelijk,0,0
9739,beginsel,0,0
9740,afdrukken,0,0
9741,printer,0,0
9742,het drukken,0,0
9743,voorafgaand,0,0
9744,prioriteit,0,0
9745,priorij,0,0
9746,prisma,0,0
9747,prismatisch,0,0
9748,gevangenis,0,1
9749,gevangene,0,1
9750,ongerept,1,0
9751,privacy,0,0
9752,privaat,0,0
9753,privé,0,0
9754,voorrecht,0,0
9755,bevoorrecht,1,0
9756,privaat,0,1
9757,waarschijnlijkheid,0,0
9758,waarschijnlijk,0,0
9759,proeftijd,0,0
9760,proef-,0,0
9761,bewijskracht,0,0
9762,sonde,0,0
9763,eerlijkheid,1,0
9764,probleem,0,1
9765,procedure,1,0
9766,doorgaan,0,0
9767,procedure,0,0
9768,opbrengst,0,0
9769,werkwijze,0,0
9770,processie,1,0
9771,verkondigen,0,0
9772,proclamatie,0,0
9773,talmen,0,1
9774,uitstelgedrag,0,1
9775,voortplanting,0,0
9776,Proctor,1,0
9777,schaffen,1,0
9778,inkoop,0,0
9779,por,0,0
9780,verkwister,1,1
9781,wonderbaarlijk,1,0
9782,wonderkind,1,0
9783,produceren,0,0
9784,geproduceerd,0,0
9785,producent,1,0
9786,producerende,1,0
9787,artikel,0,0
9788,productie,1,0
9789,produktief,1,0
9790,produktiviteit,1,0
9791,ontheiligen,0,1
